,userId,is_content_manager
532,534,True
533,535,False
534,536,True
535,537,False
536,538,False
537,539,True
538,540,False
539,541,True
540,542,False
541,543,False
542,544,True
543,545,False
544,546,True
545,547,False
546,548,False
547,549,False
548,550,False
549,551,False
550,552,True
551,553,True
552,554,False
553,555,True
554,556,False
555,557,False
556,558,False
557,559,True
558,560,True
559,561,False
560,562,True
561,563,True
562,564,False
563,565,True
564,566,False
565,567,True
566,568,True
567,569,False
568,570,False
569,571,True
570,572,True
571,573,True
572,574,False
573,575,True
574,576,False
575,577,True
576,578,False
577,579,True
578,580,True
579,581,False
580,582,False
581,583,False
582,584,False
583,585,True
584,586,False
585,587,True
586,588,True
587,589,False
588,590,True
589,591,False
590,592,True
591,593,True
592,594,True
593,595,False
594,596,True
595,597,True
596,598,False
597,599,True
598,600,True
599,601,True
600,602,True
601,603,True
602,604,True
603,605,True
604,606,True
605,607,True
606,608,True
607,609,True
608,610,True
